location,id,title,expires,branch,tenure,agcy_name,org_name,pborg_seq,pborg_managed_by,org_order,name_of_incumbent,type_of_appt,pay_plan,pay,pb_order
"Washington, DC",7681,"Vice President, Digital Solutions",,Executive,,United States Postal Service,Officers,6609,-1,1,Paul Vogel,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),,150
"Washington, DC",7682,"Vice President, Chief Information Officer and Executive Vice President",,Executive,,United States Postal Service,Officers,6609,-1,1,Ellis A. Burgoyne,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),,155
"Washington, DC",7683,"Vice President, Area Operations Capital Metro Area",,Executive,,United States Postal Service,Officers,6609,-1,1,David C. Fields,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),,160
"Washington, DC",7684,"Vice President, Area Operations Eastern Area",,Executive,,United States Postal Service,Officers,6609,-1,1,Jordan M. Small,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),,165
"Washington, DC",7685,"Vice President, Area Operations Great Lakes Area",,Executive,,United States Postal Service,Officers,6609,-1,1,Jacqueline Krage Strako,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),,170
"Washington, DC",7686,"Vice President, Area Operations Northeast Area",,Executive,,United States Postal Service,Officers,6609,-1,1,Richard P. Uluski,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),,175
"Washington, DC",7687,"Vice President, Area Operations Pacific Area",,Executive,,United States Postal Service,Officers,6609,-1,1,Drew T. Aliperto,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),,180
"Washington, DC",7688,"Vice President, Area Operations Southern Area",,Executive,,United States Postal Service,Officers,6609,-1,1,Jo Ann Feindt,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),,185
"Washington, DC",7689,"Vice President, Area Operations Western Area",,Executive,,United States Postal Service,Officers,6609,-1,1,Sylvester Black,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),,190
"Arlington, VA",769,Deputy Director for Naval Warfare,,Executive,,Department of Defense - Office of the Secretary of Defense,"Office of the Director, Operational Test and Evaluation",5028,5022,30,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,25
"Arlington, VA",7690,Deputy Assistant Inspector General for Investigations,,Executive,,United States Postal Service,Officers,6609,-1,1,Vacant,,Senior Executive Service(ES),,5
"Salt Lake City, UT",7691,Commissioner Member,,Executive,,Utah Reclamation Mitigation And Conservation Commission,Utah Reclamation Mitigation And Conservation Commission,4367,-1,1,Jody L. Williams,Presidential Appointment (without Senate Confirmation)(PA),Daily Pay Rate* (per diem)(PD),,5
"Salt Lake City, UT",7692,Commissioner Member,,Executive,,Utah Reclamation Mitigation And Conservation Commission,Utah Reclamation Mitigation And Conservation Commission,4367,-1,1,James F. Karpowitz,Presidential Appointment (without Senate Confirmation)(PA),Without Compensation*(WC),,10
"Salt Lake City, UT",7693,Commissioner Member,,Executive,,Utah Reclamation Mitigation And Conservation Commission,Utah Reclamation Mitigation And Conservation Commission,4367,-1,1,Brad T. Barber,Presidential Appointment (without Senate Confirmation)(PA),Daily Pay Rate* (per diem)(PD),,15
"Salt Lake City, UT",7694,Commissioner Member,,Executive,,Utah Reclamation Mitigation And Conservation Commission,Utah Reclamation Mitigation And Conservation Commission,4367,-1,1,Dallin W. Jensen,Presidential Appointment (without Senate Confirmation)(PA),Daily Pay Rate* (per diem)(PD),,20
"Salt Lake City, UT",7695,Commissioner Member,,Executive,,Utah Reclamation Mitigation And Conservation Commission,Utah Reclamation Mitigation And Conservation Commission,4367,-1,1,Don A. Christiansen,Presidential Appointment (without Senate Confirmation)(PA),Without Compensation*(WC),,25
"Salt Lake City, UT",7696,Executive Director,,Executive,,Utah Reclamation Mitigation And Conservation Commission,Utah Reclamation Mitigation And Conservation Commission,4367,-1,1,Michael C. Weland,Appointment Excepted by Statute(XS),General Schedule(GS),15,30
"Washington, DC",7697,Chairman,,Executive,,Vietnam Education Foundation,Vietnam Education Foundation,4409,-1,1,Isaac F. Silvera,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,1
"Washington, DC",7698,Member,,Executive,,Vietnam Education Foundation,Vietnam Education Foundation,4409,-1,1,Sandy Hoa Dang,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,2
"Washington, DC",7699,Member,,Executive,,Vietnam Education Foundation,Vietnam Education Foundation,4409,-1,1,David T. Duong,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,3
"Washington, DC",77,Deputy Assistant Secretary,,Executive,,Department of Agriculture,Office of the Assistant Secretary for Administration,6757,6752,110,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,15
"Arlington, VA",770,"Deputy Director, Net-Centric Space and Missile Defense Systems",,Executive,,Department of Defense - Office of the Secretary of Defense,"Office of the Director, Operational Test and Evaluation",5028,5022,30,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,30
"Washington, DC",7700,Member,,Executive,,Vietnam Education Foundation,Vietnam Education Foundation,4409,-1,1,Marjorie Margolies,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,4
"Washington, DC",7701,Member,,Executive,,Vietnam Education Foundation,Vietnam Education Foundation,4409,-1,1,Anhlan P. Nguyen,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,5
"Washington, DC",7702,Member,,Executive,,Vietnam Education Foundation,Vietnam Education Foundation,4409,-1,1,Quyen N. Vuong,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,6
"Washington, DC",7703,Executive Director,,Executive,,Vietnam Education Foundation,Vietnam Education Foundation,4409,-1,1,Lynne A. McNamara,Appointment Excepted by Statute(XS),Administratively Determined Rates(AD),"$155,500 ",7
"Washington, DC",7704,Director,,Executive,,Woodrow Wilson International Center For Scholars,Woodrow Wilson International Center For Scholars,4368,-1,1,Vacant,Appointment Excepted by Statute(XS),Administratively Determined Rates(AD),,5
"Washington, DC",7705,Associate Director,,Executive,,Woodrow Wilson International Center For Scholars,Woodrow Wilson International Center For Scholars,4368,-1,1,Vacant,Appointment Excepted by Statute(XS),Administratively Determined Rates(AD),,10
"Washington, DC",7706,Senior Executive Officer,,Executive,,Woodrow Wilson International Center For Scholars,Woodrow Wilson International Center For Scholars,4368,-1,1,Robert S. Litwak,Appointment Excepted by Statute(XS),Administratively Determined Rates(AD),"$155,500 ",15
"Washington, DC",7707,Architect of the Capitol,5/13/2020,Legislative,10 Years,Architect of the Capitol,Architect of the Capitol,4354,-1,1,Stephen T. Ayers,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),III,5
"Washington, DC",7708,Comptroller General of United States,12/22/2025,Legislative,15 Years,Government Accountability Office,,7488,6258,5,Gene L. Dodaro,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),II,5
"Washington, DC",7709,Deputy Comptroller General,,Legislative,,Government Accountability Office,,7488,6258,5,Vacant,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),III,10
"Arlington, VA",771,Special Assistant,,Executive,,Department of Defense - Office of the Secretary of Defense,"Office of the Director, Operational Test and Evaluation",5028,5022,30,Eric Loeb,Schedule C Excepted Appointment(SC),General Schedule(GS),15,35
"Washington, DC",7710,Public Printer,,Legislative,,Government Printing Office,Office of the Public Printer,7100,4313,2,Vacant,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),II,2
"Washington, DC",7711,Deputy Public Printer,,Legislative,,Government Printing Office,Office of the Public Printer,7100,4313,2,Davita E. Vance-Cooks,Appointment Excepted by Statute(XS),Executive Schedule(EX),III,3
"Washington, DC",7712,Superintendent of Documents,,Legislative,,Government Printing Office,Office of the Public Printer,7100,4313,2,Mary Alice Baish,Appointment Excepted by Statute(XS),Senior Level(SL),,4
"Washington, DC",7713,Inspector General,,Legislative,,Government Printing Office,Office of the Public Printer,7100,4313,2,Michael A. Raponi,Appointment Excepted by Statute(XS),Senior Level(SL),,5
"Washington, DC",7714,Executive Assistant to the Public Printer,,Legislative,,Government Printing Office,Office of the Public Printer,7100,4313,2,Heather M. Lawson,Schedule C Excepted Appointment(SC),Other Pay Plan* (all those not listed separately)(OT),,6
"Washington, DC",7715,Librarian of Congress,,Legislative,,Library of Congress,Library of Congress,6259,-1,1,James H. Billington,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),II,5
"Washington, DC",7716,"Ex Officio Member, Secretary of Treasury",1/20/2013,Legislative,5 Years,Library of Congress,Trust Fund Board,7588,6259,10,Timothy F. Geithner,Appointment Excepted by Statute(XS),Without Compensation*(WC),,5
"Washington, DC",7717,Board Member,12/2/2016,Legislative,5 Years,Library of Congress,Trust Fund Board,7588,6259,10,Joan W. Harris,Presidential Appointment (without Senate Confirmation)(PA),Without Compensation*(WC),,10
"Washington, DC",7718,Board Member,,Legislative,,Library of Congress,Trust Fund Board,7588,6259,10,Vacant,Presidential Appointment (without Senate Confirmation)(PA),Without Compensation*(WC),,15
"Washington, DC",7719,Committee Member,6/30/2019,Legislative,8 Years,Library of Congress,Permanent Committee for the Oliver Wendell Holmes Devise,7589,6259,20,Linda K. Kerber,Presidential Appointment (without Senate Confirmation)(PA),Without Compensation*(WC),,5
"Arlington, VA",772,Director,,Executive,,Department of Defense - Office of the Secretary of Defense,"Office of the Director, Net Assessment",7324,5022,35,Andrew W. Marshall,Noncareer Appointment(NA),Senior Executive Service(ES),,5
"Washington, DC",7720,Committee Member,4/30/2019,Legislative,8 Years,Library of Congress,Permanent Committee for the Oliver Wendell Holmes Devise,7589,6259,20,Michael Les Benedict,Presidential Appointment (without Senate Confirmation)(PA),Without Compensation*(WC),,10
"Washington, DC",7721,Committee Member,9/30/2019,Legislative,8 Years,Library of Congress,Permanent Committee for the Oliver Wendell Holmes Devise,7589,6259,20,Rachel F. Moran,Presidential Appointment (without Senate Confirmation)(PA),Without Compensation*(WC),,15
"Washington, DC",7722,Committee Member,,Legislative,,Library of Congress,Permanent Committee for the Oliver Wendell Holmes Devise,7589,6259,20,Vacant,Presidential Appointment (without Senate Confirmation)(PA),Without Compensation*(WC),,20
"Washington, DC",7723,Trustee Member,,Legislative,5 Years,Library of Congress,American Folklife Center,7590,6259,30,Susan Hildreth,Presidential Appointment (without Senate Confirmation)(PA),Without Compensation*(WC),,5
"Washington, DC",7724,Trustee Member,,Legislative,5 Years,Library of Congress,American Folklife Center,7590,6259,30,Robert G. Stanton,Presidential Appointment (without Senate Confirmation)(PA),Without Compensation*(WC),,10
"Washington, DC",7725,"Ex Officio Member, Chairman, National Endowment for the Arts",,Legislative,5 Years,Library of Congress,American Folklife Center,7590,6259,30,Rocco Landesman,Appointment Excepted by Statute(XS),Without Compensation*(WC),,15
"Washington, DC",7726,"Ex Officio Member, Chairman, National Endowment for the Humanities",,Legislative,5 Years,Library of Congress,American Folklife Center,7590,6259,30,James A. Leach,Appointment Excepted by Statute(XS),Without Compensation*(WC),,20
"Washington, DC",7727,Trustee Member,,Legislative,,Library of Congress,American Folklife Center,7590,6259,30,Vacant,Presidential Appointment (without Senate Confirmation)(PA),Without Compensation*(WC),,25
"Washington, DC",7728,Trustee Member,,Legislative,,Library of Congress,American Folklife Center,7590,6259,30,Vacant,Presidential Appointment (without Senate Confirmation)(PA),Without Compensation*(WC),,30
"Washington, DC",7729,Assistant to the President and Chief of Staff,,Executive,,Executive Office of the President,White House Office,7368,6602,4,Jacob J. Lew,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,5
"Arlington, VA",773,Deputy Director,,Executive,,Department of Defense - Office of the Secretary of Defense,"Office of the Director, Net Assessment",7324,5022,35,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,10
"Washington, DC",7730,Assistant to the President for Homeland Security and Counterterrorism,,Executive,,Executive Office of the President,White House Office,7368,6602,4,John O. Brennan,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,10
"Washington, DC",7731,Assistant to the President and Press Secretary,,Executive,,Executive Office of the President,White House Office,7368,6602,4,James F. Carney,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,15
