title,expires,branch,agcy_name,org_name,pborg_seq,pborg_managed_by,org_order,name_of_incumbent,tenure,type_of_appt,pay_plan,pay,pb_order,location,id
Deputy Assistant to the President for Intergovernmental Affairs and Public Engagement and Senior Advisor to the National Economic Council,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Yohannes A. Abraham,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,51,"Washington, DC",8104
Special Assistant to the President and House Legislative Affairs Liaison,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Kellie N. Larkin,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,52,"Washington, DC",8105
Special Assistant to the President and Senate Legislative Affairs Liaison,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Kathleen L. Mellody,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,53,"Washington, DC",8106
Special Assistant to the President and Senate Legislative Affairs Liaison,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Joshua D. Pollack,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,54,"Washington, DC",8107
"Special Assistant to the President, Principal Deputy Press Secretary and Senior Advisor to the Press Secretary",,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Eric H. Schultz,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,55,"Washington, DC",8108
Deputy Director and Senior Advisor for Records Management,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Paul S. Raizk,,Appointment Excepted by Statute(XS),Administratively Determined Rates(AD),,56,"Washington, DC",8109
Assistant Director for Antitrust II,,Executive,FEDERAL TRADE COMMISSION,BUREAU OF ECONOMICS,39357,39352,11,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,35,"Washington, DC",811
Special Assistant to the President and Senate Legislative Affairs Liaison,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Tara L. Billingsley,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,57,"Washington, DC",8110
Special Assistant to the President and Senate Legislative Affairs Liaison,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Chad R. Kreikemeier,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,58,"Washington, DC",8111
Special Assistant to the President and Senate Legislative Affairs Liaison,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Kathryn E. Mevis,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,59,"Washington, DC",8112
Special Assistant to the President and House Legislative Affairs Liaison,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Alexandra N. Veitch,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,60,"Washington, DC",8113
Special Assistant to the President and House Legislative Affairs Liaison,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Trenton D. Bauserman,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,61,"Washington, DC",8114
Special Assistant to the President and Deputy Director for Energy and Climate Change,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,"Richard D. Duke, Jr. ",,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,62,"Washington, DC",8115
Special Assistant to the President and House Legislative Affairs Liaison,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Michelle J. Millben,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,63,"Washington, DC",8116
Special Assistant to the President for Legislative Affairs and House Legislative Affairs Liaison,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Allie R. Neill,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,64,"Washington, DC",8117
Deputy Assistant to the President and Deputy Cabinet Secretary,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Gaurab Bansal,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,65,"Washington, DC",8118
Special Assistant to the President and Director of White House Information Technology,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,David B. Recordon,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,66,"Washington, DC",8119
Administrator,,Executive,GENERAL SERVICES ADMINISTRATION,OFFICE OF THE ADMINISTRATOR,39366,39365,10,Denise T. Roth,,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),III,5,"Washington, DC",812
Special Assistant to the President for Presidential Personnel and Lead for Leadership Development,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Pamela D. Coleman,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,67,"Washington, DC",8120
Special Assistant to the President for Presidential Personnel and Lead for Climate and Domestic,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Ruchi Jain,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,68,"Washington, DC",8121
Special Assistant to the President for Presidential Personnel and Lead for National Security and Foreign Policy,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Christopher J. Le Mon,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,69,"Washington, DC",8122
"Special Assistant to the President for Presidential Personnel and Lead for Boards, Commissions, and Presidential Delegations",,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Amanda D. Moose,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,70,"Washington, DC",8123
Special Assistant to the President for Presidential Personnel and Lead for Economics and Justice,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Jeffrey J. Rapp,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,71,"Washington, DC",8124
Special Assistant to the President and White House Social Secretary,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Deesha A. Dyer,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,72,"Washington, DC",8125
"Special Assistant to the President, Senior Strategic and Policy Advisor to the Council On Women and Girls, and Senior Presidential Speechwriter",,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Sarah K. Hurwitz,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,73,"Washington, DC",8126
Director of Stenography,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Margaret M. Suntum,,Appointment Excepted by Statute(XS),Administratively Determined Rates(AD),,74,"Washington, DC",8127
Executive Director of Let's Move! and Senior Policy Advisor for Nutrition Policy,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Debra L. Eschmeyer,,Appointment Excepted by Statute(XS),Administratively Determined Rates(AD),,75,"Washington, DC",8128
Special Assistant to the President for Management and Administration and Director of White House Personnel,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Jennifer M. Fay,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,76,"Washington, DC",8129
Deputy Administrator,,Executive,GENERAL SERVICES ADMINISTRATION,OFFICE OF THE ADMINISTRATOR,39366,39365,10,Adam M. Neufeld,,Noncareer Appointment(NA),Senior Executive Service(ES),,10,"Washington, DC",813
Special Assistant to the President and Principal Travel Aide,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Joseph B. Paulsen,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,77,"Washington, DC",8130
Special Assistant to the President for Management and Administration and Director of the Visitors Office,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Ellie S. Schafer,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,78,"Washington, DC",8131
"Special Assistant to the President, Deputy Press Secretary and Senior Advisor to the Press Secretary",,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Jennifer B. Friedman,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,79,"Washington, DC",8132
Special Assistant to the President and Director of Communications for the First Lady,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Caroline E. Adler,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,80,"Washington, DC",8133
Special Assistant to the President and Associate Counsel to the President,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Megan M. Ceronsky,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,81,"Washington, DC",8134
Special Assistant to the President and Associate Counsel to the President,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Joshua N. Friedman,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,82,"Washington, DC",8135
Special Assistant to the President and Associate Counsel to the President,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Rakesh N. Kilaru,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,83,"Washington, DC",8136
Special Assistant to the President and Associate Counsel to the President,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,David A. Newman,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,84,"Washington, DC",8137
Special Assistant to the President and Associate Counsel to the President,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Eric S. Nguyen,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,85,"Washington, DC",8138
Special Assistant to the President and Associate Counsel to the President,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Brent S. Wible,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,86,"Washington, DC",8139
Chief of Staff,,Executive,GENERAL SERVICES ADMINISTRATION,OFFICE OF THE ADMINISTRATOR,39366,39365,10,Katy A. Kale,,Noncareer Appointment(NA),Senior Executive Service(ES),,15,"Washington, DC",814
Special Assistant to the President and Associate Counsel to the President,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Zaid A. Zaid,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,87,"Washington, DC",8140
Special Assistant to the President and Senior Policy Advisor to the Office of the Chief of Staff,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,David A. Vorhaus,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,88,"Washington, DC",8141
Special Assistant to the President and Associate Counsel to the President,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,theresa A. Bridgeman,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,89,"Washington, DC",8142
Associate Counsel,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,"Albert L. Sanders, Jr. ",,Appointment Excepted by Statute(XS),Administratively Determined Rates(AD),,90,"Washington, DC",8143
Special Assistant to the President and Associate Counsel to the President,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,John K. Theis,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,91,"Washington, DC",8144
Associate Counsel,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Jennifer V. Yeh,,Appointment Excepted by Statute(XS),Administratively Determined Rates(AD),,92,"Washington, DC",8145
Special Assistant to the President and Deputy Staff Secretary,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Jesse A. Gurman,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,93,"Washington, DC",8146
Special Assistant to the President and Director of Presidential Correspondence,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Fiona O. Reeves,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,94,"Washington, DC",8147
Special Assistant to the President and Senior Director of Cabinet Affairs for the My Brother's Keeper Initiative,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,"Michael D. Smith, II ",,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,95,"Washington, DC",8148
Assistant Executive Clerk for Messages and Executive Actions,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,"Edwin R. Thomas, III ",,Appointment Excepted by Statute(XS),Administratively Determined Rates(AD),,96,"Washington, DC",8149
Senior Advisor,,Executive,GENERAL SERVICES ADMINISTRATION,OFFICE OF THE ADMINISTRATOR,39366,39365,10,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,20,"Washington, DC",815
Director of Confirmations,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Ryan P. Ramsey,,Appointment Excepted by Statute(XS),Administratively Determined Rates(AD),,97,"Washington, DC",8150
Special Assistant to the President and Deputy Director of Digital Strategy,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Kori S. Schulman,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,98,"Washington, DC",8151
Special Assistant to the President and Personal Aide to the President,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Ferial Govashiri,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,99,"Washington, DC",8152
Assistant Executive Clerk,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,William W. McCathran,,Appointment Excepted by Statute(XS),Administratively Determined Rates(AD),,100,"Washington, DC",8153
Assistant to the President and Chief of Staff to the Vice President,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF THE VICE PRESIDENT,40277,39780,20,Steven J. Ricchetti,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,1,"Washington, DC",8154
Deputy Assistant to the President and Counselor to the Vice President,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF THE VICE PRESIDENT,40277,39780,20,"Donet D. Graves, Jr. ",,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,2,"Washington, DC",8155
Deputy Assistant to the President and National Security Advisor to the Vice President,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF THE VICE PRESIDENT,40277,39780,20,Colin H. Kahl,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,3,"Washington, DC",8156
